question_text,user_id,response
1. How likely are you to recommend Mattresses and More to a friend?,2b1e35fe-792a-44a8-9205-c059f0ce3127,9
4. What is your gender?,2b1e35fe-792a-44a8-9205-c059f0ce3127,male
3. How old are you?,2b1e35fe-792a-44a8-9205-c059f0ce3127,18-25
1. How likely are you to recommend Mattresses and More to a friend?,2b3a4089-f03d-45c3-91b2-b1f8889280e3,8
3. How old are you?,2b3a4089-f03d-45c3-91b2-b1f8889280e3,25-35
2. Which Mattresses and More location do you shop at?,2b3a4089-f03d-45c3-91b2-b1f8889280e3,Parkdale
4. What is your gender?,2b3a4089-f03d-45c3-91b2-b1f8889280e3,female
5. What is your annual household income?,2b91e64f-16ff-43af-b818-e30e66101a37,"Less than 20,000"
2. Which Mattresses and More location do you shop at?,2b91e64f-16ff-43af-b818-e30e66101a37,Cliffmont
4. What is your gender?,2b91e64f-16ff-43af-b818-e30e66101a37,female
3. How old are you?,2b91e64f-16ff-43af-b818-e30e66101a37,35-45
1. How likely are you to recommend Mattresses and More to a friend?,2b91e64f-16ff-43af-b818-e30e66101a37,8
1. How likely are you to recommend Mattresses and More to a friend?,2bb4f5eb-e7d7-47ce-be47-7a0c43f12ca8,9
5. What is your annual household income?,2bb4f5eb-e7d7-47ce-be47-7a0c43f12ca8,"40,000 - 60,000"
2. Which Mattresses and More location do you shop at?,2bb4f5eb-e7d7-47ce-be47-7a0c43f12ca8,Fruitville
3. How old are you?,2bb4f5eb-e7d7-47ce-be47-7a0c43f12ca8,55-65
4. What is your gender?,2bb4f5eb-e7d7-47ce-be47-7a0c43f12ca8,female
5. What is your annual household income?,2bd99ae5-361e-42e7-9c78-987801e70d71,"60,000 - 80,000"
2. Which Mattresses and More location do you shop at?,2bd99ae5-361e-42e7-9c78-987801e70d71,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,2bd99ae5-361e-42e7-9c78-987801e70d71,9
3. How old are you?,2bd99ae5-361e-42e7-9c78-987801e70d71,65+
4. What is your gender?,2bd99ae5-361e-42e7-9c78-987801e70d71,male
1. How likely are you to recommend Mattresses and More to a friend?,2c34d406-e106-4053-a20a-49a1c6d68d22,8
3. How old are you?,2c34d406-e106-4053-a20a-49a1c6d68d22,35-45
2. Which Mattresses and More location do you shop at?,2c34d406-e106-4053-a20a-49a1c6d68d22,Farmingburg
2. Which Mattresses and More location do you shop at?,2c9cc711-3c6d-4c3b-a632-cfa198ee3b91,Fruitville
4. What is your gender?,2c9cc711-3c6d-4c3b-a632-cfa198ee3b91,female
1. How likely are you to recommend Mattresses and More to a friend?,2c9cc711-3c6d-4c3b-a632-cfa198ee3b91,8
3. How old are you?,2c9cc711-3c6d-4c3b-a632-cfa198ee3b91,65+
1. How likely are you to recommend Mattresses and More to a friend?,2cd171d7-bd26-4ca4-a06f-f4bd458c29bb,9
3. How old are you?,2cd171d7-bd26-4ca4-a06f-f4bd458c29bb,35-45
5. What is your annual household income?,2cd171d7-bd26-4ca4-a06f-f4bd458c29bb,"60,000 - 80,000"
4. What is your gender?,2cd171d7-bd26-4ca4-a06f-f4bd458c29bb,male
2. Which Mattresses and More location do you shop at?,2cd171d7-bd26-4ca4-a06f-f4bd458c29bb,Fruitville
2. Which Mattresses and More location do you shop at?,2d0a0120-360e-442a-b657-7a24cfad9e03,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,2d0a0120-360e-442a-b657-7a24cfad9e03,9
2. Which Mattresses and More location do you shop at?,2d676077-de06-4710-9362-1b9de84a8891,Fruitville
5. What is your annual household income?,2d676077-de06-4710-9362-1b9de84a8891,"60,000 - 80,000"
4. What is your gender?,2d676077-de06-4710-9362-1b9de84a8891,male
1. How likely are you to recommend Mattresses and More to a friend?,2d676077-de06-4710-9362-1b9de84a8891,8
3. How old are you?,2d676077-de06-4710-9362-1b9de84a8891,18-25
2. Which Mattresses and More location do you shop at?,2e25feaf-b64d-4800-a667-1e89c4828bf7,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,2e25feaf-b64d-4800-a667-1e89c4828bf7,9
3. How old are you?,2e25feaf-b64d-4800-a667-1e89c4828bf7,25-35
5. What is your annual household income?,2e25feaf-b64d-4800-a667-1e89c4828bf7,"40,000 - 60,000"
4. What is your gender?,2e25feaf-b64d-4800-a667-1e89c4828bf7,female
3. How old are you?,2e81d3f4-dde0-40ac-b42a-a0dedefca095,45-55
1. How likely are you to recommend Mattresses and More to a friend?,2e81d3f4-dde0-40ac-b42a-a0dedefca095,8
2. Which Mattresses and More location do you shop at?,2e81d3f4-dde0-40ac-b42a-a0dedefca095,Fruitville
2. Which Mattresses and More location do you shop at?,2eda9e9b-3cf7-4524-afd1-883a9b664676,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,2eda9e9b-3cf7-4524-afd1-883a9b664676,7
2. Which Mattresses and More location do you shop at?,2f54591c-908c-4250-aa8b-dd0c5970c28c,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,2f54591c-908c-4250-aa8b-dd0c5970c28c,8
4. What is your gender?,2f905201-5281-4a21-8ddf-e98303238a13,female
5. What is your annual household income?,2f905201-5281-4a21-8ddf-e98303238a13,"Less than 20,000"
3. How old are you?,2f905201-5281-4a21-8ddf-e98303238a13,55-65
2. Which Mattresses and More location do you shop at?,2f905201-5281-4a21-8ddf-e98303238a13,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,2f905201-5281-4a21-8ddf-e98303238a13,8
2. Which Mattresses and More location do you shop at?,2f9f81e7-2da5-4e5a-a82e-d099f6b1f00b,Cliffmont
3. How old are you?,2f9f81e7-2da5-4e5a-a82e-d099f6b1f00b,65+
4. What is your gender?,2f9f81e7-2da5-4e5a-a82e-d099f6b1f00b,female
1. How likely are you to recommend Mattresses and More to a friend?,2f9f81e7-2da5-4e5a-a82e-d099f6b1f00b,7
2. Which Mattresses and More location do you shop at?,305a2a60-92e5-456d-bac2-c005a5abbd78,Farmingburg
5. What is your annual household income?,305a2a60-92e5-456d-bac2-c005a5abbd78,"Less than 20,000"
3. How old are you?,305a2a60-92e5-456d-bac2-c005a5abbd78,35-45
1. How likely are you to recommend Mattresses and More to a friend?,305a2a60-92e5-456d-bac2-c005a5abbd78,8
4. What is your gender?,305a2a60-92e5-456d-bac2-c005a5abbd78,male
4. What is your gender?,306b74f0-04ce-4e5a-a042-ab1ae7b40df4,female
1. How likely are you to recommend Mattresses and More to a friend?,306b74f0-04ce-4e5a-a042-ab1ae7b40df4,8
3. How old are you?,306b74f0-04ce-4e5a-a042-ab1ae7b40df4,25-35
2. Which Mattresses and More location do you shop at?,306b74f0-04ce-4e5a-a042-ab1ae7b40df4,Cliffmont
3. How old are you?,308d847d-40ec-4a00-858b-4818b5792c1f,55-65
2. Which Mattresses and More location do you shop at?,308d847d-40ec-4a00-858b-4818b5792c1f,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,308d847d-40ec-4a00-858b-4818b5792c1f,9
1. How likely are you to recommend Mattresses and More to a friend?,315da40c-a7ab-4782-87b9-56955ddd9482,8
3. How old are you?,315da40c-a7ab-4782-87b9-56955ddd9482,65+
2. Which Mattresses and More location do you shop at?,315da40c-a7ab-4782-87b9-56955ddd9482,Parkdale
4. What is your gender?,315da40c-a7ab-4782-87b9-56955ddd9482,female
5. What is your annual household income?,315da40c-a7ab-4782-87b9-56955ddd9482,"100,000+"
1. How likely are you to recommend Mattresses and More to a friend?,3189087a-61f7-417c-be5b-8f4ffd05ec22,8
2. Which Mattresses and More location do you shop at?,3189087a-61f7-417c-be5b-8f4ffd05ec22,Cliffmont
3. How old are you?,3189087a-61f7-417c-be5b-8f4ffd05ec22,18-25
4. What is your gender?,3189087a-61f7-417c-be5b-8f4ffd05ec22,male
1. How likely are you to recommend Mattresses and More to a friend?,3224a575-c38a-41f1-a977-c264d7138c96,7
5. What is your annual household income?,3224a575-c38a-41f1-a977-c264d7138c96,"80,000 - 100,000"
2. Which Mattresses and More location do you shop at?,3224a575-c38a-41f1-a977-c264d7138c96,Farmingburg
3. How old are you?,3224a575-c38a-41f1-a977-c264d7138c96,25-35
4. What is your gender?,3224a575-c38a-41f1-a977-c264d7138c96,female
1. How likely are you to recommend Mattresses and More to a friend?,3362c8c2-78ce-4155-8547-7454f92146d8,8
3. How old are you?,3362c8c2-78ce-4155-8547-7454f92146d8,18-25
5. What is your annual household income?,3362c8c2-78ce-4155-8547-7454f92146d8,"40,000 - 60,000"
2. Which Mattresses and More location do you shop at?,3362c8c2-78ce-4155-8547-7454f92146d8,Fruitville
4. What is your gender?,3362c8c2-78ce-4155-8547-7454f92146d8,female
4. What is your gender?,33f875a2-4b9d-405f-b93b-b73eb70d22d5,female
3. How old are you?,33f875a2-4b9d-405f-b93b-b73eb70d22d5,65+
2. Which Mattresses and More location do you shop at?,33f875a2-4b9d-405f-b93b-b73eb70d22d5,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,33f875a2-4b9d-405f-b93b-b73eb70d22d5,7
5. What is your annual household income?,3423ec23-27df-4875-85ec-c3932f62c7ca,"60,000 - 80,000"
3. How old are you?,3423ec23-27df-4875-85ec-c3932f62c7ca,65+
4. What is your gender?,3423ec23-27df-4875-85ec-c3932f62c7ca,female
1. How likely are you to recommend Mattresses and More to a friend?,3423ec23-27df-4875-85ec-c3932f62c7ca,8
2. Which Mattresses and More location do you shop at?,3423ec23-27df-4875-85ec-c3932f62c7ca,Fruitville
2. Which Mattresses and More location do you shop at?,34728ead-4507-482b-9296-cbe2c8cf1e3e,Farmingburg
5. What is your annual household income?,34728ead-4507-482b-9296-cbe2c8cf1e3e,"60,000 - 80,000"
4. What is your gender?,34728ead-4507-482b-9296-cbe2c8cf1e3e,female
1. How likely are you to recommend Mattresses and More to a friend?,34728ead-4507-482b-9296-cbe2c8cf1e3e,8
3. How old are you?,34728ead-4507-482b-9296-cbe2c8cf1e3e,55-65
1. How likely are you to recommend Mattresses and More to a friend?,35ba59c0-dc2e-4474-97e2-b3f5efeb21d2,9
2. Which Mattresses and More location do you shop at?,35ba59c0-dc2e-4474-97e2-b3f5efeb21d2,Farmingburg
4. What is your gender?,35ba59c0-dc2e-4474-97e2-b3f5efeb21d2,female
3. How old are you?,35ba59c0-dc2e-4474-97e2-b3f5efeb21d2,65+
2. Which Mattresses and More location do you shop at?,35c840de-cd55-47ab-9e18-00a0f09d88da,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,35c840de-cd55-47ab-9e18-00a0f09d88da,8
2. Which Mattresses and More location do you shop at?,36c4099c-b26d-43ea-8b90-e13a31845c1d,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,36c4099c-b26d-43ea-8b90-e13a31845c1d,9
5. What is your annual household income?,37080f7d-2a67-4989-a62b-9d27719be890,"40,000 - 60,000"
4. What is your gender?,37080f7d-2a67-4989-a62b-9d27719be890,female
3. How old are you?,37080f7d-2a67-4989-a62b-9d27719be890,65+
2. Which Mattresses and More location do you shop at?,37080f7d-2a67-4989-a62b-9d27719be890,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,37080f7d-2a67-4989-a62b-9d27719be890,8
2. Which Mattresses and More location do you shop at?,37a0a98e-0a8c-4722-9e84-fd21f54a2c07,Fruitville
4. What is your gender?,37a0a98e-0a8c-4722-9e84-fd21f54a2c07,male
3. How old are you?,37a0a98e-0a8c-4722-9e84-fd21f54a2c07,45-55
1. How likely are you to recommend Mattresses and More to a friend?,37a0a98e-0a8c-4722-9e84-fd21f54a2c07,9
5. What is your annual household income?,37a0a98e-0a8c-4722-9e84-fd21f54a2c07,"40,000 - 60,000"
4. What is your gender?,387e31c5-9f6b-4ff6-92d5-fcc0680882d8,female
2. Which Mattresses and More location do you shop at?,387e31c5-9f6b-4ff6-92d5-fcc0680882d8,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,387e31c5-9f6b-4ff6-92d5-fcc0680882d8,9
3. How old are you?,387e31c5-9f6b-4ff6-92d5-fcc0680882d8,55-65
5. What is your annual household income?,387e31c5-9f6b-4ff6-92d5-fcc0680882d8,"20,000 - 40,000"
1. How likely are you to recommend Mattresses and More to a friend?,38eb947b-3027-4c9d-944b-53a099d14c33,7
4. What is your gender?,38eb947b-3027-4c9d-944b-53a099d14c33,female
5. What is your annual household income?,38eb947b-3027-4c9d-944b-53a099d14c33,"100,000+"
2. Which Mattresses and More location do you shop at?,38eb947b-3027-4c9d-944b-53a099d14c33,Fruitville
3. How old are you?,38eb947b-3027-4c9d-944b-53a099d14c33,35-45
1. How likely are you to recommend Mattresses and More to a friend?,3965709e-a6ea-4d62-bb64-69aa1b9f41f5,6
5. What is your annual household income?,3965709e-a6ea-4d62-bb64-69aa1b9f41f5,"40,000 - 60,000"
4. What is your gender?,3965709e-a6ea-4d62-bb64-69aa1b9f41f5,male
2. Which Mattresses and More location do you shop at?,3965709e-a6ea-4d62-bb64-69aa1b9f41f5,Farmingburg
3. How old are you?,3965709e-a6ea-4d62-bb64-69aa1b9f41f5,35-45
2. Which Mattresses and More location do you shop at?,3a1cac68-3a96-4b5c-99de-4b48a6395774,Fruitville
3. How old are you?,3a1cac68-3a96-4b5c-99de-4b48a6395774,55-65
1. How likely are you to recommend Mattresses and More to a friend?,3a1cac68-3a96-4b5c-99de-4b48a6395774,10
4. What is your gender?,3a1cac68-3a96-4b5c-99de-4b48a6395774,female
1. How likely are you to recommend Mattresses and More to a friend?,3a6cbf4f-a8f4-4522-bb36-fbc596632db4,8
2. Which Mattresses and More location do you shop at?,3a6cbf4f-a8f4-4522-bb36-fbc596632db4,Fruitville
4. What is your gender?,3a6cbf4f-a8f4-4522-bb36-fbc596632db4,male
5. What is your annual household income?,3a6cbf4f-a8f4-4522-bb36-fbc596632db4,"20,000 - 40,000"
3. How old are you?,3a6cbf4f-a8f4-4522-bb36-fbc596632db4,55-65
2. Which Mattresses and More location do you shop at?,3b95bf66-d406-43be-ad16-882833dd977c,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,3b95bf66-d406-43be-ad16-882833dd977c,8
2. Which Mattresses and More location do you shop at?,3cce312f-991f-457d-bcde-10881543a37b,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,3cce312f-991f-457d-bcde-10881543a37b,8
1. How likely are you to recommend Mattresses and More to a friend?,3dd5880e-017f-48de-8ac2-93eb60de0f58,6
2. Which Mattresses and More location do you shop at?,3dd5880e-017f-48de-8ac2-93eb60de0f58,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,3e9464c6-8fbe-4891-bdaa-a1523113ac90,9
2. Which Mattresses and More location do you shop at?,3e9464c6-8fbe-4891-bdaa-a1523113ac90,Fruitville
4. What is your gender?,3ecf3a71-2429-4ca5-9ce1-b90e3cc2da84,female
1. How likely are you to recommend Mattresses and More to a friend?,3ecf3a71-2429-4ca5-9ce1-b90e3cc2da84,8
3. How old are you?,3ecf3a71-2429-4ca5-9ce1-b90e3cc2da84,45-55
2. Which Mattresses and More location do you shop at?,3ecf3a71-2429-4ca5-9ce1-b90e3cc2da84,Cliffmont
5. What is your annual household income?,3ecf3a71-2429-4ca5-9ce1-b90e3cc2da84,"40,000 - 60,000"
1. How likely are you to recommend Mattresses and More to a friend?,3f65505d-9865-41e8-995c-89f4ad465491,9
2. Which Mattresses and More location do you shop at?,3f65505d-9865-41e8-995c-89f4ad465491,Parkdale
2. Which Mattresses and More location do you shop at?,3f84e27f-7335-4ac2-bc83-2592b479f3af,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,3f84e27f-7335-4ac2-bc83-2592b479f3af,9
3. How old are you?,3f84e27f-7335-4ac2-bc83-2592b479f3af,65+
4. What is your gender?,3fc90e04-3a3f-409d-9932-c615d0de27fe,female
2. Which Mattresses and More location do you shop at?,3fc90e04-3a3f-409d-9932-c615d0de27fe,Cliffmont
5. What is your annual household income?,3fc90e04-3a3f-409d-9932-c615d0de27fe,"40,000 - 60,000"
3. How old are you?,3fc90e04-3a3f-409d-9932-c615d0de27fe,55-65
1. How likely are you to recommend Mattresses and More to a friend?,3fc90e04-3a3f-409d-9932-c615d0de27fe,8
1. How likely are you to recommend Mattresses and More to a friend?,4174e99b-d516-4e80-bbff-61a5618b14e0,8
4. What is your gender?,4174e99b-d516-4e80-bbff-61a5618b14e0,male
5. What is your annual household income?,4174e99b-d516-4e80-bbff-61a5618b14e0,"Less than 20,000"
2. Which Mattresses and More location do you shop at?,4174e99b-d516-4e80-bbff-61a5618b14e0,Fruitville
3. How old are you?,4174e99b-d516-4e80-bbff-61a5618b14e0,25-35
2. Which Mattresses and More location do you shop at?,42ccc335-91b9-4e32-b274-4c0d1ad737fa,Farmingburg
4. What is your gender?,42ccc335-91b9-4e32-b274-4c0d1ad737fa,male
5. What is your annual household income?,42ccc335-91b9-4e32-b274-4c0d1ad737fa,"40,000 - 60,000"
3. How old are you?,42ccc335-91b9-4e32-b274-4c0d1ad737fa,45-55
1. How likely are you to recommend Mattresses and More to a friend?,42ccc335-91b9-4e32-b274-4c0d1ad737fa,9
1. How likely are you to recommend Mattresses and More to a friend?,42f980dc-2293-439b-bdb8-b8cb1e482e12,10
5. What is your annual household income?,42f980dc-2293-439b-bdb8-b8cb1e482e12,"100,000+"
2. Which Mattresses and More location do you shop at?,42f980dc-2293-439b-bdb8-b8cb1e482e12,Farmingburg
3. How old are you?,42f980dc-2293-439b-bdb8-b8cb1e482e12,25-35
4. What is your gender?,42f980dc-2293-439b-bdb8-b8cb1e482e12,female
4. What is your gender?,43174138-0c2f-429e-b84b-7bb7dbddc649,male
3. How old are you?,43174138-0c2f-429e-b84b-7bb7dbddc649,55-65
5. What is your annual household income?,43174138-0c2f-429e-b84b-7bb7dbddc649,"80,000 - 100,000"
1. How likely are you to recommend Mattresses and More to a friend?,43174138-0c2f-429e-b84b-7bb7dbddc649,9
2. Which Mattresses and More location do you shop at?,43174138-0c2f-429e-b84b-7bb7dbddc649,Farmingburg
2. Which Mattresses and More location do you shop at?,437b47a7-b8e7-454c-966c-2b575fed2916,Fruitville
3. How old are you?,437b47a7-b8e7-454c-966c-2b575fed2916,35-45
4. What is your gender?,437b47a7-b8e7-454c-966c-2b575fed2916,female
1. How likely are you to recommend Mattresses and More to a friend?,437b47a7-b8e7-454c-966c-2b575fed2916,8
2. Which Mattresses and More location do you shop at?,445b5cb4-6783-423a-8065-5fb474d25ca2,Fruitville
4. What is your gender?,445b5cb4-6783-423a-8065-5fb474d25ca2,female
3. How old are you?,445b5cb4-6783-423a-8065-5fb474d25ca2,25-35
1. How likely are you to recommend Mattresses and More to a friend?,445b5cb4-6783-423a-8065-5fb474d25ca2,9
5. What is your annual household income?,4492191a-4ae8-4ce2-9bb3-2f24f73b26de,"80,000 - 100,000"
4. What is your gender?,4492191a-4ae8-4ce2-9bb3-2f24f73b26de,male
1. How likely are you to recommend Mattresses and More to a friend?,4492191a-4ae8-4ce2-9bb3-2f24f73b26de,7
2. Which Mattresses and More location do you shop at?,4492191a-4ae8-4ce2-9bb3-2f24f73b26de,Parkdale
3. How old are you?,4492191a-4ae8-4ce2-9bb3-2f24f73b26de,35-45
3. How old are you?,44ab45f0-ea77-4b0a-988d-b8a86634449f,65+
2. Which Mattresses and More location do you shop at?,44ab45f0-ea77-4b0a-988d-b8a86634449f,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,44ab45f0-ea77-4b0a-988d-b8a86634449f,9
4. What is your gender?,44ab45f0-ea77-4b0a-988d-b8a86634449f,male
1. How likely are you to recommend Mattresses and More to a friend?,44b01aed-e703-4116-bade-07cf15ce9b76,8
2. Which Mattresses and More location do you shop at?,44b01aed-e703-4116-bade-07cf15ce9b76,Farmingburg
2. Which Mattresses and More location do you shop at?,45159468-68c4-4934-a055-94e56af9adc2,Farmingburg
1. How likely are you to recommend Mattresses and More to a friend?,45159468-68c4-4934-a055-94e56af9adc2,8
3. How old are you?,45159468-68c4-4934-a055-94e56af9adc2,55-65
4. What is your gender?,45159468-68c4-4934-a055-94e56af9adc2,male
3. How old are you?,45f628b2-d83f-4d07-96c1-ad1097c89bf4,65+
5. What is your annual household income?,45f628b2-d83f-4d07-96c1-ad1097c89bf4,"20,000 - 40,000"
4. What is your gender?,45f628b2-d83f-4d07-96c1-ad1097c89bf4,other
1. How likely are you to recommend Mattresses and More to a friend?,45f628b2-d83f-4d07-96c1-ad1097c89bf4,8
2. Which Mattresses and More location do you shop at?,45f628b2-d83f-4d07-96c1-ad1097c89bf4,Cliffmont
4. What is your gender?,47473011-d5c8-457b-b2bc-966ebf010dec,other
3. How old are you?,47473011-d5c8-457b-b2bc-966ebf010dec,55-65
2. Which Mattresses and More location do you shop at?,47473011-d5c8-457b-b2bc-966ebf010dec,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,47473011-d5c8-457b-b2bc-966ebf010dec,9
5. What is your annual household income?,477290dd-5710-4843-85df-3808c0c7f93f,"80,000 - 100,000"
2. Which Mattresses and More location do you shop at?,477290dd-5710-4843-85df-3808c0c7f93f,Cliffmont
4. What is your gender?,477290dd-5710-4843-85df-3808c0c7f93f,female
3. How old are you?,477290dd-5710-4843-85df-3808c0c7f93f,55-65
1. How likely are you to recommend Mattresses and More to a friend?,477290dd-5710-4843-85df-3808c0c7f93f,7
2. Which Mattresses and More location do you shop at?,481b7897-c7f2-438f-b181-244e370b2f63,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,481b7897-c7f2-438f-b181-244e370b2f63,9
3. How old are you?,481b7897-c7f2-438f-b181-244e370b2f63,65+
4. What is your gender?,481b7897-c7f2-438f-b181-244e370b2f63,female
3. How old are you?,48fee9c7-c38e-4aa7-aadc-80793e055a96,55-65
4. What is your gender?,48fee9c7-c38e-4aa7-aadc-80793e055a96,female
2. Which Mattresses and More location do you shop at?,48fee9c7-c38e-4aa7-aadc-80793e055a96,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,48fee9c7-c38e-4aa7-aadc-80793e055a96,9
1. How likely are you to recommend Mattresses and More to a friend?,4a0b6e58-11af-4b9f-a239-03123d6b4a13,9
5. What is your annual household income?,4a0b6e58-11af-4b9f-a239-03123d6b4a13,"Less than 20,000"
3. How old are you?,4a0b6e58-11af-4b9f-a239-03123d6b4a13,55-65
4. What is your gender?,4a0b6e58-11af-4b9f-a239-03123d6b4a13,male
2. Which Mattresses and More location do you shop at?,4a0b6e58-11af-4b9f-a239-03123d6b4a13,Cliffmont
5. What is your annual household income?,4a961254-88a5-420c-b01b-e52b73a1ce71,"40,000 - 60,000"
2. Which Mattresses and More location do you shop at?,4a961254-88a5-420c-b01b-e52b73a1ce71,Cliffmont
1. How likely are you to recommend Mattresses and More to a friend?,4a961254-88a5-420c-b01b-e52b73a1ce71,8
3. How old are you?,4a961254-88a5-420c-b01b-e52b73a1ce71,45-55
4. What is your gender?,4a961254-88a5-420c-b01b-e52b73a1ce71,female
2. Which Mattresses and More location do you shop at?,4b488015-e7aa-48fd-bbfd-67f85f51f4da,Parkdale
1. How likely are you to recommend Mattresses and More to a friend?,4b488015-e7aa-48fd-bbfd-67f85f51f4da,9
4. What is your gender?,4b488015-e7aa-48fd-bbfd-67f85f51f4da,male
3. How old are you?,4b488015-e7aa-48fd-bbfd-67f85f51f4da,35-45
2. Which Mattresses and More location do you shop at?,4bed0d01-9ebd-490b-8514-025653b2bef2,Fruitville
3. How old are you?,4bed0d01-9ebd-490b-8514-025653b2bef2,55-65
4. What is your gender?,4bed0d01-9ebd-490b-8514-025653b2bef2,male
1. How likely are you to recommend Mattresses and More to a friend?,4bed0d01-9ebd-490b-8514-025653b2bef2,8
1. How likely are you to recommend Mattresses and More to a friend?,4c003e58-d1d6-4680-9720-a34d701991af,7
2. Which Mattresses and More location do you shop at?,4c003e58-d1d6-4680-9720-a34d701991af,Farmingburg
5. What is your annual household income?,4c003e58-d1d6-4680-9720-a34d701991af,"40,000 - 60,000"
3. How old are you?,4c003e58-d1d6-4680-9720-a34d701991af,55-65
4. What is your gender?,4c003e58-d1d6-4680-9720-a34d701991af,female
3. How old are you?,4d356ca4-add2-42d5-9e8e-fd7a8bf1a127,25-35
1. How likely are you to recommend Mattresses and More to a friend?,4d356ca4-add2-42d5-9e8e-fd7a8bf1a127,7
2. Which Mattresses and More location do you shop at?,4d356ca4-add2-42d5-9e8e-fd7a8bf1a127,Farmingburg
5. What is your annual household income?,4d356ca4-add2-42d5-9e8e-fd7a8bf1a127,"20,000 - 40,000"
4. What is your gender?,4d356ca4-add2-42d5-9e8e-fd7a8bf1a127,female
2. Which Mattresses and More location do you shop at?,4d563c11-0e08-4d0f-85b5-39e35dca7b3b,Parkdale
1. How likely are you to recommend Mattresses and More to a friend?,4d563c11-0e08-4d0f-85b5-39e35dca7b3b,8
4. What is your gender?,4d563c11-0e08-4d0f-85b5-39e35dca7b3b,female
3. How old are you?,4d563c11-0e08-4d0f-85b5-39e35dca7b3b,18-25
1. How likely are you to recommend Mattresses and More to a friend?,4ef2c8e0-134c-43bb-9d77-6f798bd914cd,9
4. What is your gender?,4ef2c8e0-134c-43bb-9d77-6f798bd914cd,female
5. What is your annual household income?,4ef2c8e0-134c-43bb-9d77-6f798bd914cd,"Less than 20,000"
2. Which Mattresses and More location do you shop at?,4ef2c8e0-134c-43bb-9d77-6f798bd914cd,Cliffmont
3. How old are you?,4ef2c8e0-134c-43bb-9d77-6f798bd914cd,35-45
4. What is your gender?,4f1a5ccf-5088-4a38-ac0e-0b748bf02adf,female
2. Which Mattresses and More location do you shop at?,4f1a5ccf-5088-4a38-ac0e-0b748bf02adf,Fruitville
1. How likely are you to recommend Mattresses and More to a friend?,4f1a5ccf-5088-4a38-ac0e-0b748bf02adf,9
3. How old are you?,4f1a5ccf-5088-4a38-ac0e-0b748bf02adf,45-55
2. Which Mattresses and More location do you shop at?,4fa6eb22-ec5d-43f2-8b5d-1cf90a689479,Farmingburg
3. How old are you?,4fa6eb22-ec5d-43f2-8b5d-1cf90a689479,25-35
5. What is your annual household income?,4fa6eb22-ec5d-43f2-8b5d-1cf90a689479,"80,000 - 100,000"
1. How likely are you to recommend Mattresses and More to a friend?,4fa6eb22-ec5d-43f2-8b5d-1cf90a689479,8
4. What is your gender?,4fa6eb22-ec5d-43f2-8b5d-1cf90a689479,male
1. How likely are you to recommend Mattresses and More to a friend?,4fa8d3f6-2ce6-4c6d-bfb1-5a640e77e8c7,7
2. Which Mattresses and More location do you shop at?,4fa8d3f6-2ce6-4c6d-bfb1-5a640e77e8c7,Farmingburg
5. What is your annual household income?,4fca7661-cfbb-4820-afa6-4e6457dd5f2e,"40,000 - 60,000"
3. How old are you?,4fca7661-cfbb-4820-afa6-4e6457dd5f2e,45-55
2. Which Mattresses and More location do you shop at?,4fca7661-cfbb-4820-afa6-4e6457dd5f2e,Cliffmont
4. What is your gender?,4fca7661-cfbb-4820-afa6-4e6457dd5f2e,female
1. How likely are you to recommend Mattresses and More to a friend?,4fca7661-cfbb-4820-afa6-4e6457dd5f2e,8
3. How old are you?,4fd84d49-1c75-4b72-ad89-e44b86b33a2c,65+
2. Which Mattresses and More location do you shop at?,4fd84d49-1c75-4b72-ad89-e44b86b33a2c,Fruitville
5. What is your annual household income?,4fd84d49-1c75-4b72-ad89-e44b86b33a2c,"20,000 - 40,000"
1. How likely are you to recommend Mattresses and More to a friend?,4fd84d49-1c75-4b72-ad89-e44b86b33a2c,8
4. What is your gender?,4fd84d49-1c75-4b72-ad89-e44b86b33a2c,male
1. How likely are you to recommend Mattresses and More to a friend?,51173467-ab01-493a-81f3-c40778877280,8
5. What is your annual household income?,51173467-ab01-493a-81f3-c40778877280,"Less than 20,000"
3. How old are you?,51173467-ab01-493a-81f3-c40778877280,45-55
4. What is your gender?,51173467-ab01-493a-81f3-c40778877280,female
